"produksjon og forbruk";"måned";"Elektrisk kraft"
"7.24 Forbruk i industri utenom kraftintensiv industri";"2020M07";490162
"7.24 Forbruk i industri utenom kraftintensiv industri";"2020M08";577524
"7.24 Forbruk i industri utenom kraftintensiv industri";"2020M09";617935
"7.24 Forbruk i industri utenom kraftintensiv industri";"2020M10";687302
"7.24 Forbruk i industri utenom kraftintensiv industri";"2020M11";686893
"7.24 Forbruk i industri utenom kraftintensiv industri";"2020M12";674803
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M01";777482
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M02";724905
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M03";720828
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M04";652692
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M05";625332
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M06";606675
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M07";507661
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M08";602908
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M09";635010
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M10";686199
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M11";721986
"7.24 Forbruk i industri utenom kraftintensiv industri";"2021M12";716200
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M01";728962
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M02";670098
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M03";703169
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M04";601548
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M05";578608
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M06";560996
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M07";478863
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M08";577885
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M09";590772
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M10";631951
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M11";659855
"7.24 Forbruk i industri utenom kraftintensiv industri";"2022M12";665723
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M01";698113
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M02";623085
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M03";709724
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M04";575921
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M05";578633
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M06";575716
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M07";472585
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M08";569277
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M09";604967
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M10";688675
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M11";721595
"7.24 Forbruk i industri utenom kraftintensiv industri";"2023M12";686676
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M01";751981
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M02";676742
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M03";644999
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M04";616525
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M05";552798
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M06";555994
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M07";474281
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M08";580572
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M09";613887
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M10";678587
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M11";684364
"7.24 Forbruk i industri utenom kraftintensiv industri";"2024M12";652509
"7.24 Forbruk i industri utenom kraftintensiv industri";"2025M01";734784
"7.24 Forbruk i industri utenom kraftintensiv industri";"2025M02";667206
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1993M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1994M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1995M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1996M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1997M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1998M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"1999M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2000M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2001M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2002M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2003M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2004M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2005M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2006M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2007M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2008M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2009M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2010M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2011M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2012M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2013M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2014M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2015M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2016M12";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M01";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M02";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M03";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M04";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M05";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M06";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M07";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M08";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M09";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M10";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M11";..
"7.25 Forbruk i kraftforsyning, VAR, bygg og anlegg";"2017M12";..
